FY,CDCWk,WkNum,WkStart,Disease,Metric,Count,Rate,ThisWk,LastWk,Update Date,End Date,WkStrtActual,WkEndActual,extraction_date,source,workbook_name,hyper_file
21_22,20,46,5/12/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,5/15/22,5/21/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,21,47,5/19/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,5/22/22,5/28/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,22,48,5/26/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,5/29/22,6/4/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,23,49,6/2/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,6/5/22,6/11/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,24,50,6/9/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,6/12/22,6/18/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,25,51,6/16/24,Flu,Deaths,1,0.287004734,,,7/10/24,6/29/24,6/19/22,6/25/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,26,52,6/23/24,Flu,Deaths,0,0,,,7/10/24,6/29/24,6/26/22,7/2/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,1,27,12/31/23,Flu,Hospitalizations,9,0.273780415,,,7/10/24,6/29/24,1/2/22,1/8/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,2,28,1/7/24,Flu,Hospitalizations,6,0.182520276,,,7/10/24,6/29/24,1/9/22,1/15/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,3,29,1/14/24,Flu,Hospitalizations,5,0.15210023,,,7/10/24,6/29/24,1/16/22,1/22/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,4,30,1/21/24,Flu,Hospitalizations,2,0.060840092,,,7/10/24,6/29/24,1/23/22,1/29/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,5,31,1/28/24,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,1/30/22,2/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,6,32,2/4/24,Flu,Hospitalizations,4,0.121680184,,,7/10/24,6/29/24,2/6/22,2/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,7,33,2/11/24,Flu,Hospitalizations,6,0.182520276,,,7/10/24,6/29/24,2/13/22,2/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,8,34,2/18/24,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,2/20/22,2/26/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,9,35,2/25/24,Flu,Hospitalizations,5,0.15210023,,,7/10/24,6/29/24,2/27/22,3/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,10,36,3/3/24,Flu,Hospitalizations,2,0.060840092,,,7/10/24,6/29/24,3/6/22,3/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,11,37,3/10/24,Flu,Hospitalizations,5,0.15210023,,,7/10/24,6/29/24,3/13/22,3/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,12,38,3/17/24,Flu,Hospitalizations,5,0.15210023,,,7/10/24,6/29/24,3/20/22,3/26/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,13,39,3/24/24,Flu,Hospitalizations,4,0.121680184,,,7/10/24,6/29/24,3/27/22,4/2/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,14,40,3/31/24,Flu,Hospitalizations,9,0.273780415,,,7/10/24,6/29/24,4/3/22,4/9/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,15,41,4/7/24,Flu,Hospitalizations,7,0.212940323,,,7/10/24,6/29/24,4/10/22,4/16/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,16,42,4/14/24,Flu,Hospitalizations,21,0.638820968,,,7/10/24,6/29/24,4/17/22,4/23/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,17,43,4/21/24,Flu,Hospitalizations,12,0.365040553,,,7/10/24,6/29/24,4/24/22,4/30/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,18,44,4/28/24,Flu,Hospitalizations,19,0.577980876,,,7/10/24,6/29/24,5/1/22,5/7/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,19,45,5/5/24,Flu,Hospitalizations,20,0.608400922,,,7/10/24,6/29/24,5/8/22,5/14/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,20,46,5/12/24,Flu,Hospitalizations,8,0.243360369,,,7/10/24,6/29/24,5/15/22,5/21/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,21,47,5/19/24,Flu,Hospitalizations,17,0.517140783,,,7/10/24,6/29/24,5/22/22,5/28/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,22,48,5/26/24,Flu,Hospitalizations,19,0.577980876,,,7/10/24,6/29/24,5/29/22,6/4/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,23,49,6/2/24,Flu,Hospitalizations,15,0.456300691,,,7/10/24,6/29/24,6/5/22,6/11/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,24,50,6/9/24,Flu,Hospitalizations,8,0.243360369,,,7/10/24,6/29/24,6/12/22,6/18/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,25,51,6/16/24,Flu,Hospitalizations,14,0.425880645,,,7/10/24,6/29/24,6/19/22,6/25/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,26,52,6/23/24,Flu,Hospitalizations,7,0.212940323,,,7/10/24,6/29/24,6/26/22,7/2/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,27,1,7/2/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,7/4/21,7/10/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,28,2,7/9/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,7/11/21,7/17/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,29,3,7/16/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,7/18/21,7/24/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,30,4,7/23/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,7/25/21,7/31/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,31,5,7/30/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,8/1/21,8/7/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,32,6,8/6/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,8/8/21,8/14/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,33,7,8/13/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,8/15/21,8/21/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,34,8,8/20/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,8/22/21,8/28/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,35,9,8/27/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,8/29/21,9/4/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,36,10,9/3/23,Flu,Hospitalizations,1,0.030162237,,,7/10/24,6/29/24,9/5/21,9/11/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,37,11,9/10/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,9/12/21,9/18/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,38,12,9/17/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,9/19/21,9/25/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,39,13,9/24/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,9/26/21,10/2/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,40,14,10/1/23,Flu,Hospitalizations,1,0.030162237,,,7/10/24,6/29/24,10/3/21,10/9/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,41,15,10/8/23,Flu,Hospitalizations,1,0.030162237,,,7/10/24,6/29/24,10/10/21,10/16/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,42,16,10/15/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,10/17/21,10/23/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,43,17,10/22/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,10/24/21,10/30/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,44,18,10/29/23,Flu,Hospitalizations,0,0,,,7/10/24,6/29/24,10/31/21,11/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,45,19,11/5/23,Flu,Hospitalizations,3,0.09048671,,,7/10/24,6/29/24,11/7/21,11/13/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,46,20,11/12/23,Flu,Hospitalizations,5,0.150811183,,,7/10/24,6/29/24,11/14/21,11/20/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,47,21,11/19/23,Flu,Hospitalizations,4,0.120648947,,,7/10/24,6/29/24,11/21/21,11/27/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,48,22,11/26/23,Flu,Hospitalizations,2,0.060324473,,,7/10/24,6/29/24,11/28/21,12/4/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,49,23,12/3/23,Flu,Hospitalizations,5,0.150811183,,,7/10/24,6/29/24,12/5/21,12/11/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,50,24,12/10/23,Flu,Hospitalizations,6,0.18097342,,,7/10/24,6/29/24,12/12/21,12/18/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,51,25,12/17/23,Flu,Hospitalizations,15,0.45243355,,,7/10/24,6/29/24,12/19/21,12/25/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,52,26,12/24/23,Flu,Hospitalizations,8,0.241297893,,,7/10/24,6/29/24,12/26/21,1/1/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,6,32,2/4/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,2/6/22,2/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,7,33,2/11/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,2/13/22,2/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,8,34,2/18/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,2/20/22,2/26/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,9,35,2/25/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,2/27/22,3/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,10,36,3/3/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,3/6/22,3/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,11,37,3/10/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,3/13/22,3/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,12,38,3/17/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,3/20/22,3/26/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,13,39,3/24/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,3/27/22,4/2/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,14,40,3/31/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,4/3/22,4/9/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,15,41,4/7/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,4/10/22,4/16/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,16,42,4/14/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,4/17/22,4/23/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,17,43,4/21/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,4/24/22,4/30/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,18,44,4/28/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,5/1/22,5/7/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,19,45,5/5/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,5/8/22,5/14/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,20,46,5/12/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,5/15/22,5/21/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,21,47,5/19/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,5/22/22,5/28/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,22,48,5/26/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,5/29/22,6/4/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,23,49,6/2/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,6/5/22,6/11/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,24,50,6/9/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,6/12/22,6/18/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,25,51,6/16/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,6/19/22,6/25/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,26,52,6/23/24,RSV,Deaths,0,0,,,7/10/24,6/29/24,6/26/22,7/2/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,5,31,1/28/24,COVID,Deaths,22,5.33236237,,,7/10/24,6/29/24,1/29/23,2/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,6,32,2/4/24,COVID,Deaths,12,2.956667649,,,7/10/24,6/29/24,2/5/23,2/11/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,7,33,2/11/24,COVID,Deaths,13,3.374651744,,,7/10/24,6/29/24,2/12/23,2/18/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,8,34,2/18/24,COVID,Deaths,16,4.028164384,,,7/10/24,6/29/24,2/19/23,2/25/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,9,35,2/25/24,COVID,Deaths,19,4.744654556,,,7/10/24,6/29/24,2/26/23,3/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,10,36,3/3/24,COVID,Deaths,22,5.783920061,,,7/10/24,6/29/24,3/5/23,3/11/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,11,37,3/10/24,COVID,Deaths,19,4.980436678,,,7/10/24,6/29/24,3/12/23,3/18/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,12,38,3/17/24,COVID,Deaths,14,3.482878251,,,7/10/24,6/29/24,3/19/23,3/25/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,13,39,3/24/24,COVID,Deaths,7,1.677937357,,,7/10/24,6/29/24,3/26/23,4/1/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,14,40,3/31/24,COVID,Deaths,13,3.322599261,,,7/10/24,6/29/24,4/2/23,4/8/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,15,41,4/7/24,COVID,Deaths,6,1.507310075,,,7/10/24,6/29/24,4/9/23,4/15/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,16,42,4/14/24,COVID,Deaths,10,2.600422874,,,7/10/24,6/29/24,4/16/23,4/22/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,17,43,4/21/24,COVID,Deaths,2,0.478243439,,,7/10/24,6/29/24,4/23/23,4/29/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,18,44,4/28/24,COVID,Deaths,4,0.941496667,,,7/10/24,6/29/24,4/30/23,5/6/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,19,45,5/5/24,COVID,Deaths,6,1.719621852,,,7/10/24,6/29/24,5/7/23,5/13/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,20,46,5/12/24,COVID,Deaths,5,1.19079737,,,7/10/24,6/29/24,5/14/23,5/20/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,21,47,5/19/24,COVID,Deaths,5,1.229674339,,,7/10/24,6/29/24,5/21/23,5/27/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,22,48,5/26/24,COVID,Deaths,4,1.042883908,,,7/10/24,6/29/24,5/28/23,6/3/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,23,49,6/2/24,COVID,Deaths,6,1.429919089,,,7/10/24,6/29/24,6/4/23,6/10/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,24,50,6/9/24,COVID,Deaths,5,1.249112824,,,7/10/24,6/29/24,6/11/23,6/17/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,25,51,6/16/24,COVID,Deaths,7,1.834364717,,,7/10/24,6/29/24,6/18/23,6/24/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,26,52,6/23/24,COVID,Deaths,3,0.7514309,,,7/10/24,6/29/24,6/25/23,7/1/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,1,27,12/31/23,COVID,Hospitalizations,465,14.14532143,,,7/10/24,6/29/24,1/1/23,1/7/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,2,28,1/7/24,COVID,Hospitalizations,376,11.43793733,,,7/10/24,6/29/24,1/8/23,1/14/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,3,29,1/14/24,COVID,Hospitalizations,311,9.460634331,,,7/10/24,6/29/24,1/15/23,1/21/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,4,30,1/21/24,COVID,Hospitalizations,271,8.243832488,,,7/10/24,6/29/24,1/22/23,1/28/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
